ID,Name,SMILES,LogS,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,IsAmide
B-3280,diflufenican,Fc1ccc(NC(=O)c2cccnc2Oc3cccc(c3)C(F)(F)F)c(F)c1,-6.8969,394.299,5.4232,90.0662,28,3,1,9,4,144,3,0,0,3,51.22,True
B-3285,phosmethylan,CCCC(=O)N(CS[P](=S)(OC)OC)c1ccccc1Cl,-5.204,367.86,4.6811,94.607,21,5,0,8,8,118,1,0,0,1,38.77,True
B-3287,chlozolinate,CCOC(=O)C1(C)OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-5.2203,332.139,2.7984,75.467,21,5,0,8,3,112,1,1,1,2,72.91,True
B-3289,clomeprop,CC(Oc1ccc(Cl)c(C)c1Cl)C(=O)Nc2ccccc2,-7.0057,324.207,4.70782,86.3607,21,2,1,5,4,110,2,0,0,2,38.33,True
B-3298,propisochlor,CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,-3.1882,283.798999999999,3.51172,79.851,19,2,0,4,6,106,1,0,0,1,29.54,True
B-3299,fluazuron,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)c(Oc3ncc(cc3Cl)C(F)(F)F)c2,-7.4033,506.214,6.4396,108.6179,33,4,2,13,4,172,3,0,0,3,80.32,True
B-3302,butenachlor,CCc1cccc(CC)c1N(COC\C=C/C)C(=O)CCl,-4.0287,309.837,3.9334,89.037,21,2,0,4,8,116,1,0,0,1,29.54,True
B-3303,flumiclorac-pentyl,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,-6.3508,423.868,4.3351,105.376,29,5,0,8,8,156,1,0,2,3,72.91,True
B-3304,dimethenamid,COCC(C)N(C(=O)CCl)c1c(C)scc1C,-2.3614,275.801,2.97164,73.337,17,3,0,5,5,96,1,0,0,1,29.54,True
B-3305,isoxapyrifop,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N3CCCO3,-4.5922,383.231,4.1119,93.145,25,5,0,8,5,132,2,1,1,3,60.89,True
B-3322,"barbituric acid, 5-acetonyl-5-ethyl-",CCC1(CC(C)=O)C(=O)NC(=O)NC1=O,-0.7661,212.204999999999,-0.272099999999999,49.7034,15,4,2,6,3,82,0,1,1,1,92.34,True
B-3330,"malonamide, 2,2-dihydroxy-n,n'diphenyl-",OC(O)(C(=O)Nc1ccccc1)C(=O)Nc2ccccc2,-2.4568,286.287,0.944699999999999,77.312,21,4,4,6,4,108,2,0,0,2,98.66,True
B-3331,"barbituric acid, 5-(2-butenyl)-1,5-dimethyl-",CC=CCC1(C)C(=O)NC(=O)N(C)C1=O,-1.5445,210.232999999999,0.6671,53.8467,15,3,1,5,2,82,0,1,1,1,66.48,True
B-3340,"glycine, n-[n-(2-naphthalenylsulfonyl)glycyl]-",OC(=O)CNC(=O)CN[S](=O)(=O)c1ccc2ccccc2c1,-2.6954,322.342,0.3189,79.782,22,4,3,8,6,116,2,0,0,2,112.57,True
B-3348,thenylchlor,COc1ccsc1CN(C(=O)CCl)c2c(C)cccc2C,-4.4689,323.845,4.14554,88.697,21,3,0,5,5,112,2,0,0,2,29.54,True
B-3350,"propanamide, 2-hydroxy-n-tetradecyl-",CCCCCCCCCCCCCCNC(=O)C(C)O,-3.9784,285.472,4.1845,85.7685,20,2,2,3,14,120,0,0,0,0,49.33,True
B-3352,dka-24,ClC(Cl)C(=O)N(CC=C)CC(=O)NCC=C,-1.0397,265.14,1.10689999999999,65.4777,16,2,1,6,7,90,0,0,0,0,49.41,True
B-3358,"hexanamide, 2-ethylidene-",CCCCC(=CC)C(N)=O,-1.3717,141.214,1.60819999999999,42.4764,10,1,1,2,4,58,0,0,0,0,43.09,True
B-3359,"pyrazinamide, n-2-pyrimidinyl-",O=C(Nc1ncccn1)c2cnccn2,-0.3036,201.189,0.518899999999999,52.0172,15,5,1,6,2,74,2,0,0,2,80.66,True
B-3364,"pyrazinamide, n-(4-methyl-2-pyrimidinyl)-",Cc1ccnc(NC(=O)c2cnccn2)n1,-0.7308,215.216,0.827319999999999,56.7542,16,5,1,6,2,80,2,0,0,2,80.66,True
B-3372,"2,6-piperidinedicarboxamide",NC(=O)C1CCCC(N1)C(N)=O,0.2893,171.2,-1.53229999999999,42.9515,12,3,3,5,2,68,0,1,1,1,98.21,True
B-3379,"quinoline, 5-acetamido-8-ethoxy-",CCOc1ccc(NC(C)=O)c2cccnc12,-1.5171,230.267,2.5919,67.2157,17,3,1,4,3,88,2,0,0,2,51.22,True
B-3391,"hexanamide, n-(aminocarbonyl)-2-ethylidene-",CCCC\C(=C\C)C(=O)NC(N)=O,-2.7883,184.238999999999,1.31779999999999,51.0081,13,2,2,4,4,74,0,0,0,0,72.19,True
B-3396,flumioxazin,Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O,-5.2966,354.337,1.9281,91.068,26,4,0,7,2,132,1,0,3,4,66.92,True
B-3398,Imazapic,CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O,-2.0911,275.308,1.37931999999999,73.856,20,4,2,6,3,106,1,0,1,2,91.65,True
B-3404,"valeric acid, 4-(benzamido)-",CC(CCC(O)=O)NC(=O)c1ccccc1,-1.6917,221.256,1.6697,60.24,16,2,2,4,5,86,1,0,0,1,66.4,True
B-3406,"acetamide, 2-(benzoyloxy)-n-methyl-",CNC(=O)COC(=O)c1ccccc1,-1.7178,193.202,0.589399999999999,50.7912,14,3,1,4,3,74,1,0,0,1,55.4,True
B-3407,"acetamide, 2-(benzoyloxy)-n-propyl-",CCCNC(=O)COC(=O)c1ccccc1,-2.5387,221.256,1.3696,60.0252,16,3,1,4,5,86,1,0,0,1,55.4,True
B-3408,"acetamide, 2-(benzoyloxy)-n-(1,1-dimethylethyl)-",CC(C)(C)NC(=O)COC(=O)c1ccccc1,-2.8665,235.283,1.7581,64.6202,17,3,1,4,3,92,1,0,0,1,55.4,True
B-3409,"acetamide, 2-[[(benzoyloxy)acetyl]amino]-",NC(=O)CNC(=O)COC(=O)c1ccccc1,-1.4983,236.227,-0.555099999999999,58.9286,17,4,2,6,5,90,1,0,0,1,98.49,True
B-3410,"acetamide, 2-(benzoyloxy)-n,n-dimethyl-",CN(C)C(=O)COC(=O)c1ccccc1,-1.37199999999999,207.229,0.931599999999999,55.4185,15,3,0,4,3,80,1,0,0,1,46.61,True
B-3411,"acetamide, 2-(benzoyloxy)-n,n-dipropyl-",CCCN(CCC)C(=O)COC(=O)c1ccccc1,-2.3791,263.337,2.492,73.8865,19,3,0,4,7,104,1,0,0,1,46.61,True
B-3412,"acetamide, 2-(benzoyloxy)-n,n-dibutyl-",CCCCN(CCCC)C(=O)COC(=O)c1ccccc1,-3.5614,291.390999999999,3.2722,83.1205,21,3,0,4,9,116,1,0,0,1,46.61,True
B-3413,"acetamide, 2-(benzoyloxy)-n,n-bis(2-propenyl)-",C=CCN(CC=C)C(=O)COC(=O)c1ccccc1,-2.5626,259.304999999999,2.044,73.6985,19,3,0,4,7,100,1,0,0,1,46.61,True
B-3414,"glycine, n-[(benzoyloxy)acetyl]-n-methyl-",CN(CC(O)=O)C(=O)COC(=O)c1ccccc1,-2.254,251.237999999999,0.3864,61.9973,18,4,1,6,5,96,1,0,0,1,83.91,True
B-3415,"piperidine, 1-[(benzoyloxy)acetyl]-",O=C(COC(=O)c1ccccc1)N2CCCCC2,-2.5011,247.293999999999,1.8559,67.1555,18,3,0,4,3,96,1,1,1,2,46.61,True
B-3416,"morpholine, 4-[(benzoyloxy)acetyl]-",O=C(COC(=O)c1ccccc1)N2CCOCC2,-1.7734,249.265999999999,0.7022,64.1235,18,4,0,5,3,96,1,1,1,2,55.84,True
B-3426,azacyclononadecan-2-one,O=C1CCCCCCCCCCCCCCCCCN1,-2.8474,281.483999999999,5.3578,86.8817,20,1,1,2,0,118,0,1,1,1,29.1,True
B-3432,halofenozide,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c2ccccc2,-4.4404,330.815,3.9257,91.2827,23,2,1,5,2,120,2,0,0,2,49.41,True
B-3433,tebufenozide,CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,-5.6281,352.478,4.45154,105.1247,26,2,1,4,3,138,2,0,0,2,49.41,True
B-3434,cyclanilide,OC(=O)C1CC1C(=O)Nc2ccc(Cl)cc2Cl,-3.8697,274.103,2.6526,64.3245,17,2,2,6,3,90,1,1,1,2,66.3999999999999,True
B-3436,imazamox,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O,-1.84,305.334,1.2173,79.832,22,5,2,7,5,118,1,0,1,2,100.88,True
B-3439,"azetidine, 1-[benzoyloxy(acetyl)]-",O=C(COC(=O)c1ccccc1)N2CCC2,-1.6085,219.239999999999,1.0757,57.9215,16,3,0,4,3,84,1,1,1,2,46.61,True
B-3440,"1h-azepine, hexahydro-1-[(benzoyloxy)acetyl]-",O=C(COC(=O)c1ccccc1)N2CCCCCC2,-2.5421,261.320999999999,2.246,71.7725,19,3,0,4,3,102,1,1,1,2,46.61,True
B-3441,"4-piperidinol, 1-[(benzoyloxy)acetyl]-",OC1CCN(CC1)C(=O)COC(=O)c2ccccc2,-1.3486,263.292999999999,0.826699999999999,68.5453,19,4,1,5,3,102,1,1,1,2,66.84,True
B-3442,"l-proline, n-[(benzoyloxy)acetyl]-",OC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,-1.5917,277.276,0.918999999999999,69.0953,20,4,1,6,4,106,1,1,1,2,83.91,True
B-3443,"l-proline, n-[(benzoyloxy)acetyl]-, methyl ester",COC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,-2.0841,291.303,1.00739999999999,73.4755,21,5,0,6,4,112,1,1,1,2,72.91,True
B-3444,"propanamide, 3-(benzoyloxy)-n,n-dimethyl-",CN(C)C(=O)CCOC(=O)c1ccccc1,-1.0994,221.256,1.32169999999999,60.0355,16,3,0,4,4,86,1,0,0,1,46.61,True
B-3445,"butanamide, 4-(benzoyloxy)-n,n-dimethyl-",CN(C)C(=O)CCCOC(=O)c1ccccc1,-1.2286,235.283,1.71179999999999,64.6525,17,3,0,4,5,92,1,0,0,1,46.61,True
B-3446,"acetamide, n-acetyl-2-(benzoyloxy)-n-methyl-",CN(C(C)=O)C(=O)COC(=O)c1ccccc1,-2.8664,235.239,0.848299999999999,60.1755,17,4,0,5,3,90,1,0,0,1,63.68,True
B-3447,"acetamide, 2-(benzoyloxy)-n-(1-methylethyl)-",CC(C)NC(=O)COC(=O)c1ccccc1,-2.7321,221.256,1.36799999999999,60.0032,16,3,1,4,4,86,1,0,0,1,55.4,True
B-3448,"acetamide, 2-(benzoyloxy)-n-butyl-",CCCCNC(=O)COC(=O)c1ccccc1,-2.7588,235.283,1.75969999999999,64.6422,17,3,1,4,6,92,1,0,0,1,55.4,True
B-3449,"acetamide, 2-(benzoyloxy)-n-hexyl-",CCCCCCNC(=O)COC(=O)c1ccccc1,-3.90199999999999,263.337,2.5399,73.8762,19,3,1,4,8,104,1,0,0,1,55.4,True
B-3450,"propanamide, 2-[[(benzoyloxy)acetyl]amino]-",CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,-2.7172,250.254,-0.1666,63.5236,18,4,2,6,5,96,1,0,0,1,98.49,True
B-3452,novaluron,FC(OC(F)(F)F)C(F)(F)Oc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,-6.9675,492.706,5.3837,91.9059,32,4,2,15,6,174,2,0,0,2,76.66,True
B-3454,"dl-lysine, n2-benzoyl-",NCCCCC(NC(=O)c1ccccc1)C(O)=O,-2.2845,250.298,0.998599999999999,68.2374,18,3,3,5,7,98,1,0,0,1,92.4199999999999,True
B-3466,flupoxam,NC(=O)c1nn(c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)c(n1)c3ccccc3,-5.6635,460.79,4.4008,100.980899999999,31,5,1,12,7,164,3,0,0,3,83.03,True
B-3467,tebufenpyrad,CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,-5.1086,333.863,3.8634,93.9082,23,3,1,5,4,124,2,0,0,2,46.92,True
B-3476,furilazole,CC1(C)OC(CN1C(=O)C(Cl)Cl)c2occc2,-3.1498,278.135,2.7193,63.82,17,3,0,6,2,94,1,1,1,2,42.68,True
B-3479,"l-asparagine, n2-(chloroacetyl)-",NC(=O)C[C@H](NC(=O)CCl)C(O)=O,-0.3193,208.600999999999,-1.32999999999999,44.0979,13,3,3,7,5,74,0,0,0,0,109.49,True
B-3488,"2-butenamide, n-(4-hydroxyphenyl)-",CC=CC(=O)Nc1ccc(O)cc1,-2.6464,177.203,1.90679999999999,51.5505,13,2,2,3,2,68,1,0,0,1,49.33,True
B-3489,"butanamide, n-(aminocarbonyl)-2-cyano-2-ethyl-",CCC(CC)(C#N)C(=O)NC(N)=O,-1.564,183.210999999999,0.51128,46.3541,13,3,2,5,3,72,0,0,0,0,95.9799999999999,True
B-3495,thifluzamide,Cc1sc(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)c(n1)C(F)(F)F,-5.5186,528.066,6.14622,88.3312,26,4,1,13,3,142,2,0,0,2,51.22,True
B-3497,famoxadone,CC1(OC(=O)N(Nc2ccccc2)C1=O)c3ccc(Oc4ccccc4)cc3,-6.8573,374.396,4.7,103.7017,28,5,1,6,5,140,3,1,1,4,67.87,True
B-3499,Metominostrobin,CNC(=O)C(=N/OC)\c1ccccc1Oc2ccccc2,-3.3466,284.315,2.5754,80.5707,21,4,1,5,5,108,2,0,0,2,59.92,True
B-3515,fluthiamide,CC(C)N(C(=O)COc1sc(nn1)C(F)(F)F)c2ccc(F)cc2,-3.8121,363.336,3.5164,79.428,24,5,0,10,5,130,2,0,0,2,55.32,True
B-3545,Methoxyfenozide,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,-5.5664,368.477,4.20616,107.0357,27,3,1,5,3,144,2,0,0,2,58.64,True
B-4035,acrylamide,NC(=O)C=C,0.9544,71.079,-0.3423,19.3913999999999,5,1,1,2,1,28,0,0,0,0,43.09,True
B-4037,butyramide,CCCC(N)=O,0.2721,87.122,0.2718,24.1023999999999,6,1,1,2,2,36,0,0,0,0,43.09,True
B-4131,benzamide,NC(=O)c1ccccc1,-0.953,121.138999999999,0.7855,34.9599,9,1,1,2,1,46,1,0,0,1,43.09,True
B-4144,2-chloroacetanilide,CC(=O)Nc1ccccc1Cl,-1.4001,169.610999999999,2.2984,45.7557,11,1,1,3,1,58,1,0,0,1,29.1,True
B-4145,3-methylacetanilide,CC(=O)Nc1cccc(C)c1,-2.09099999999999,149.192999999999,1.95341999999999,45.4827,11,1,1,2,1,58,1,0,0,1,29.1,True
B-4146,2-nitroacetanilide,CC(=O)Nc1ccccc1[N+]([O-])=O,-1.9093,180.162999999999,1.55319999999999,47.4001,13,3,1,5,2,68,1,0,0,1,72.24,True
B-4149,"2,6-dichlorobenzamide",NC(=O)c1c(Cl)cccc1Cl,-1.8427,190.029,2.0923,44.9799,11,1,1,4,1,58,1,0,0,1,43.09,True
B-4151,n-(ethylaminomethyl)benzamide,CCNCNC(=O)c1ccccc1,-0.0749,178.234999999999,0.983399999999999,52.4519,13,2,2,3,4,70,1,0,0,1,41.1299999999999,True
B-4176,dimethoate,CNC(=O)CS[P](=S)(OC)OC,-0.9624,229.262999999999,0.982899999999999,54.8277,12,5,1,7,5,72,0,0,0,0,47.56,True
B-4214,propanil,CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2.9864,218.082999999999,3.3419,55.3827,13,1,1,4,2,70,1,0,0,1,29.1,True
B-4226,solan,CCCC(C)C(=O)Nc1ccc(C)c(Cl)c1,-4.4503,239.746,4.02312,68.8907,16,1,1,3,4,88,1,0,0,1,29.1,True
B-4240,monalide,CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,-4.0218,239.746,4.1048,68.7707,16,1,1,3,4,88,1,0,0,1,29.1,True
B-4251,piperophos,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,-4.1504,353.49,4.1983,94.255,21,5,0,7,9,124,0,1,1,1,38.77,True
B-4326,"acetamide, n-[4-[(4-aminophenyl)sulfonyl]phenyl]-",CC(=O)Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,-3.6116,290.344,2.05999999999999,77.0519,20,4,2,6,3,104,2,0,0,2,89.26,True
B-4330,bentazone,CC(C)N1C(=O)c2ccccc2N[S]1(=O)=O,-2.6817,240.284,1.20749999999999,60.29,16,3,1,6,1,86,1,0,1,2,66.48,True
B-4439,salicylanilide,Oc1ccccc1C(=O)Nc2ccccc2,-3.5885,213.236,2.6445,62.502,16,2,2,3,2,80,2,0,0,2,49.33,True
B-4441,n4-acetylsulfanilamide,CC(=O)Nc1ccc(cc1)[S](N)(=O)=O,-1.6066,214.245999999999,0.292399999999999,52.1189,14,3,2,6,2,76,1,0,0,1,89.2599999999999,True
B-4442,primidone,CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,218.256,0.537899999999999,59.5634,16,2,2,4,2,84,1,1,1,2,58.2,True
B-4448,cycloheximide,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,-1.127,281.352,1.04149999999999,72.5565,20,4,2,5,3,112,0,2,2,2,83.47,True
B-4450,2-ethyl-2-phenylgluterimide,CCC1(CCC(=O)NC1=O)c2ccccc2,-2.3374,217.268,1.771,60.7947,16,2,1,3,2,84,1,1,1,2,46.17,True
B-4456,phenylbutazone,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.8124,308.381,3.7878,90.871,23,2,0,4,5,118,2,1,1,3,40.62,True
B-4459,chloramphenicol,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,-2.1114,323.132,0.909,72.5667,20,5,3,9,6,110,1,0,0,1,112.7,True
B-4460,strychnine,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,-3.3202,334.419,2.09249999999999,93.409,25,3,0,4,0,128,1,4,6,7,32.78,True
B-4477,thiamylal,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,-3.4585,254.355,1.51599999999999,70.2024,17,3,2,5,5,94,0,1,1,1,58.2,True
B-4481,phthalimide,O=C1NC(=O)c2ccccc12,-2.6114,147.132999999999,0.5702,38.2387,11,2,1,3,0,54,1,0,1,2,46.17,True
B-4489,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.7329,324.38,3.4934,92.5358,24,3,1,5,5,124,2,1,1,3,60.85,True
B-4497,brucine,COc1cc2N3C4[C@@H]5C(CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,-2.0909,394.471,2.1097,106.513,29,5,0,6,2,152,1,4,6,7,51.2399999999999,True
B-4585,hydantoin,O=C1CNC(=O)N1,-0.4016,100.077,-1.1742,21.5414,7,2,2,4,0,38,0,1,1,1,58.2,True
B-4590,cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.1693,236.270999999999,1.24919999999999,60.9564,17,3,2,5,2,92,0,1,2,2,75.27,True
B-4591,allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.0608,208.216999999999,0.491,53.7424,15,3,2,5,4,80,0,1,1,1,75.27,True
B-4593,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.5743,226.275999999999,1.18499999999999,58.4774,16,3,2,5,4,90,0,1,1,1,75.27,True
B-4597,aprobarbital,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-1.712,210.232999999999,0.5709,53.7664,15,3,2,5,3,82,0,1,1,1,75.27,True
B-4641,chloroacetamide,NC(=O)CCl,-0.0166,93.513,-0.2895,19.9144,5,1,1,3,1,30,0,0,0,0,43.09,True
B-4642,bromoacetamide,NC(=O)CBr,0.0643,137.964,-0.133399999999999,22.9884,5,1,1,3,1,30,0,0,0,0,43.09,True
B-4643,"butanamide, 2-chloro-2-ethyl-",CCC(Cl)(CC)C(N)=O,-1.0289,149.620999999999,1.26929999999999,38.3604,9,1,1,3,3,54,0,0,0,0,43.09,True
B-4645,"propanamide, 2,3-dichloro-",NC(=O)C(Cl)CCl,-0.5138,141.985,0.317899999999999,29.5554,7,1,1,4,2,42,0,0,0,0,43.09,True
B-4646,n-methylacetanilide,CN(C(C)=O)c1ccccc1,-0.951,149.192999999999,1.6693,45.526,11,1,0,2,1,58,1,0,0,1,20.31,True
B-4647,propachlor,CC(C)N(C(=O)CCl)c1ccccc1,-2.4806,211.692,2.6668,59.784,14,1,0,3,3,76,1,0,0,1,20.31,True
B-4650,acetochlor,CCOCN(C(=O)CCl)c1c(C)cccc1CC,-3.0827,269.772,3.12322,75.256,18,2,0,4,6,100,1,0,0,1,29.54,True
C-65,l-glutamine,NC(CCC(N)=O)C(O)=O,-0.54,146.146,-1.33619999999999,34.0395999999999,10,3,3,5,4,58,0,0,0,0,106.41,True
C-69,"methyprylon;  3,3-diethyl-5-methyl-2,4-piperidinedione",CCC1(CC)C(=O)NCC(C)C1=O,-0.38,183.250999999999,1.1278,50.1957,13,2,1,3,2,74,0,1,1,1,46.17,True
C-79,"5,5-dimethylbarbituric  acid",CC1(C)C(=O)NC(=O)NC1=O,-1.74,156.141,-0.6214,35.4623999999999,11,3,2,5,0,60,0,1,1,1,75.27,True
C-86,"spiro-5,5-dimethylenebarbituric  acid",O=C1NC(=O)C2(CC2)C(=O)N1,-1.89,154.125,-0.8674,33.3484,11,3,2,5,0,58,0,2,2,2,75.27,True
C-94,5-ethyl-5-methylbarbituric  acid,CCC1(C)C(=O)NC(=O)NC1=O,-1.23,170.167999999999,-0.231299999999999,40.0794,12,3,2,5,1,66,0,1,1,1,75.27,True
C-104,"spiro-5,5-trimethylenebarbituric acid;  6,8-diazaspiro[3.5]nonane-5,7,9-trione",O=C1NC(=O)C2(CCC2)C(=O)N1,-1.66,168.152,-0.4773,37.9654,12,3,2,5,0,64,0,2,2,2,75.27,True
C-109,"5,5-diethylbarbituric  acid;  veronal;  barbital;  barbitone",CCC1(CC)C(=O)NC(=O)NC1=O,-1.42,184.195,0.158799999999999,44.6964,13,3,2,5,2,72,0,1,1,1,75.27,True
C-111,5-allyl-5-methylbarbituric  acid;  5-allyl-5-methylbarbiturate,CC1(CC=C)C(=O)NC(=O)NC1=O,-1.16,182.179,-0.0652,44.6024,13,3,2,5,2,70,0,1,1,1,75.27,True
C-124,5-ethyl-5-propylbarbituric  acid,CCCC1(CC)C(=O)NC(=O)NC1=O,-1.49,198.221999999999,0.5489,49.3134,14,3,2,5,3,78,0,1,1,1,75.27,True
C-128,ethallobarbital;  5-allyl-5-ethylbarbituric  acid,CCC1(CC=C)C(=O)NC(=O)NC1=O,-1.61,196.206,0.3249,49.2194,14,3,2,5,3,76,0,1,1,1,75.27,True
C-132,"metharbital;  5,5-diethyl-1-methylbarbituric acid",CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.1,198.221999999999,0.500999999999999,49.3237,14,3,1,5,2,78,0,1,1,1,66.48,True
C-133,"5,5-(spirocyclohexyl)barbituric  acid;  spiro-5,5-pentamethylenebarbituric acid",O=C1NC(=O)C2(CCCCC2)C(=O)N1,-3.06,196.206,0.3029,47.1994,14,3,2,5,0,76,0,2,2,2,75.27,True
C-144,5-methyl-5-(3-methyl-2-butenyl)barbituric  acid,CC(C)=CCC1(C)C(=O)NC(=O)NC1=O,-2.6,210.233,0.714999999999999,53.8364,15,3,2,5,2,82,0,1,1,1,75.27,True
C-150,isoniazid;  isonicotinic acid hydrazide;  inh,NNC(=O)C1=CC=NC=C1,-0.04,137.142,-0.3149,35.8906,10,3,2,4,1,52,1,0,0,1,68.0099999999999,True
C-151,butabarbital;  5-sec-butyl-5-ethylbarbituric acid,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,212.249,0.794899999999999,53.8604,15,3,2,5,3,84,0,1,1,1,75.27,True
C-154,"5,5-diisopropylbarbituric acid",CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.77,212.248999999999,0.650799999999999,53.7904,15,3,2,5,2,84,0,1,1,1,75.27,True
C-163,5-ethyl-5-pentylbarbituric acid;  5-amyl-5-ethylbarbituric  acid,CCCCCC1(CC)C(=O)NC(=O)NC1=O,-2.51,226.276,1.3291,58.5474,16,3,2,5,5,90,0,1,1,1,75.27,True
C-169,cymoxanil,CCNC(=O)NC(=O)C(=N/OC)/C#N,-2.3,198.181999999999,-0.641919999999999,47.2724,14,5,2,7,3,76,0,0,0,0,103.58,True
C-178,5-ethyl-5-(3-methyl-2-butenyl)barbituric  acid,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.25,224.26,1.10509999999999,58.4534,16,3,2,5,3,88,0,1,1,1,75.27,True
C-183,"5,5-(spirocyclohexyl)thiobarbituric  acid;  5,5-spiropentamethylene-2-thiobarbituric acid",O=C1NC(=S)NC(=O)C12CCCCC2,-3.46,212.273999999999,0.467799999999999,54.4014,14,3,2,5,0,76,0,2,2,2,58.2,True
C-188,hexethal;  5-ethyl-5-hexylbarbituric acid,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,-3.05,240.303,1.71919999999999,63.1644,17,3,2,5,6,96,0,1,1,1,75.27,True
C-191,"spiro-5,5-cyclooctylbarbituric  acid;  spiro-5,5-heptamethylenebarbituric acid",O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.98,224.259999999999,1.0831,56.4334,16,3,2,5,0,88,0,2,2,2,75.27,True
C-194,vinbarbital;  5-ethyl-5-(1-methyl-1-butenyl)barbituric  acid,CC/C=C(C)/C1(CC)C(=O)NC(=O)NC1=O,-2.31,224.26,1.10509999999999,58.4534,16,3,2,5,3,88,0,1,1,1,75.27,True
C-197,talbutal;  5-allyl-5-sec-butylbarbituric  acid,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.02,224.26,0.960999999999999,58.3834,16,3,2,5,4,88,0,1,1,1,75.27,True
C-206,3-acetylaminophenol;  3-hydroxyacetanilide,CC(=O)NC1=CC=CC(=C1)O,-1.06,151.165,1.35059999999999,42.4105,11,2,2,3,1,58,1,0,0,1,49.33,True
C-207,5-ethyl-5-heptylbarbituric  acid,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,-3.43,254.33,2.10929999999999,67.7814,18,3,2,5,7,102,0,1,1,1,75.27,True
C-212,2-acetylaminophenol;  2-hydroxyacetanilide,CC(=O)NC1=C(O)C=CC=C1,-2.13,151.165,1.35059999999999,42.4105,11,2,2,3,1,58,1,0,0,1,49.33,True
C-218,5-isopropyl-5-(3-methyl-2-butenyl)barbituric  acid,CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.59,238.286999999999,1.35109999999999,63.0004,17,3,2,5,3,94,0,1,1,1,75.27,True
C-225,acephate;  orthene,CO[P](=O)(NC(C)=O)SC,0.54,183.168999999999,1.24,41.9472,10,4,1,6,3,60,0,0,0,0,55.4,True
C-226,5-ethyl-5-octylbarbituric  acid,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,-3.94,268.357,2.49939999999999,72.3984,19,3,2,5,8,108,0,1,1,1,75.27,True
